Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2018-02-18,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125 | 129,(OLEO TAPPER),28,00:15:30,00:19:08,04:34:52,04:54:00,07:06:00,12:00:00,59
2018-02-19,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,47 | 1006 | 1001 | 1016 | 209 | 1 | 212 | 213 | 214 | 215,"(ALUMINIUM 2ND OPP) & 
(ALUMINIUM 2ND OPP) & (TAPER 2ND OPP)",10,00:24:45,01:47:50,05:17:10,07:05:00,04:55:00,12:00:00,40
2018-02-19,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-19,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125 | 1000,(CARRO POSITIVO) & (OLEO TAPPER),29,00:09:55,01:02:08,05:57:52,07:00:00,05:00:00,12:00:00,41
2018-02-19,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,209 | 212,(TAPER 2ND OPP),40,00:16:51,00:54:00,02:17:00,03:11:00,08:49:00,12:00:00,73
2018-02-19,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-19,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125,(OLEO TAPPER),8,00:19:02,00:06:12,03:14:48,03:21:00,08:39:00,12:00:00,72
2018-02-20,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,209 | 1006 | 1016,"
(ALUMINIUM 2ND OPP) & (ALUMINIUM 2ND OPP) & (TAPER 2ND OPP)",18,00:20:15,01:22:29,02:57:31,04:20:00,07:40:00,12:00:00,63
2018-02-20,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-20,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125 | 1000 | 141 | 131 | 129,(CARRO POSITIVO) & (OLEO TAPPER),35,00:15:12,01:11:53,03:01:07,04:13:00,07:47:00,12:00:00,64
2018-02-20,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,209 | 215,(TAPER 2ND OPP) & (M99 O209),38,00:14:10,00:27:36,02:25:24,02:53:00,09:07:00,12:00:00,75
2018-02-20,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-20,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125,"(OLEO TAPPER) & 
G01G91Z-1.0F900
Y-120.0
17G94
G00G40G80G91G28Z0.0M05

(B7=LEFT TIAL STOCK TO FIX 57.360)",36,00:15:54,00:56:32,01:39:28,02:36:00,09:24:00,12:00:00,78
2018-02-21,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,209 | 1016 | 1006 | 162 | 214 | 215,"
(ALUMINIUM 2ND OPP) & (ALUMINIUM 2ND OPP) & (TAPER 2ND OPP)",11,00:06:48,02:24:27,05:04:33,07:29:00,04:31:00,12:00:00,37
2018-02-21,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-02-21,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,125 | 137 | 2 | 140 | 138 | 139 | 127 | 89,(OLEO TAPPER) & (MOUNTING PLATE 2ND OPP) & (OLEO TAPPER 1OPP),30,00:06:04,01:11:38,03:05:22,04:17:00,07:43:00,12:00:00,64
2018-02-21,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,209,(TAPER 2ND OPP),25,00:14:23,00:45:06,04:23:54,05:09:00,06:51:00,12:00:00,57
