Date,Shift,Time,Operator MFR,Operator ID,Machine Name,Machine ID,Program Number,Job Description,Parts Produced(No's),Cycle Time(M:S),Loading and Unloading Time(Hrs),Idle Time (Hrs),Total Downtime(Hrs),Actual Running(Hrs),Actual Working Hours,Utilization
2018-01-16,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,47,"",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-16,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-16,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,188,"",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-16,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-16,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-16,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,188,"",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-17,1,09:00AM - 09:00PM,prabhu,gta 001,GTA/VMC-1260,jyoti VMC,47 | 227,(OLEO TAPPER),25,00:22:52,00:24:16,01:43:44,02:08:00,09:52:00,12:00:00,82
2018-01-17,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-17,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,188 | 47 | 48 | 49 | 2,"(SUP BKT RH 4TH OPP) & (FREE) & 
G01G91Z-0.05F800
G01X-10.0Y-10.0
.0M05
(50 FMC02)",103,00:03:21,01:02:15,06:08:45,07:11:00,04:49:00,12:00:00,40
2018-01-17,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,227,(OLEO TAPPER),26,00:22:39,00:17:51,01:50:09,02:08:00,09:52:00,12:00:00,82
2018-01-17,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-17,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,47 | 162 | 150 | 154,(FREE) & (YOKE 1OP),17,00:00:37,00:02:33,06:39:27,06:42:00,05:18:00,12:00:00,44
2018-01-18,1,09:00AM - 09:00PM,saravan,gta 002,GTA/VMC-1260,jyoti VMC,227 | 31 | 130 | 133 | 132 | 134,(OLEO TAPPER) & (OLEO 135 M99),26,00:20:34,00:24:00,01:34:00,01:58:00,10:02:00,12:00:00,83
2018-01-18,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-18,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,150 | 47 | 141 | 2 | 55 | 142 | 143 | 144 | 140 | 151,(YOKE 1OP) & (OLEO 1OP STEP) & (YOKE 2OP),3,00:06:06,00:30:09,07:47:51,08:18:00,03:42:00,12:00:00,30
2018-01-18,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,227,(OLEO TAPPER),28,00:00:43,00:17:24,01:17:36,01:35:00,10:25:00,12:00:00,86
2018-01-18,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-18,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,151 | 141,(YOKE 2OP),12,00:06:04,01:21:36,09:25:24,10:47:00,01:13:00,12:00:00,10
2018-01-19,1,09:00AM - 09:00PM,prabhu,gta 001,GTA/VMC-1260,jyoti VMC,227,(OLEO TAPPER),22,00:22:25,00:18:40,02:47:20,03:06:00,08:54:00,12:00:00,74
2018-01-19,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-19,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,151 | 47 | 118 | 119 | 141,(YOKE 2OP) & (FREE) & (OLEO 1OP STEP),39,00:04:12,00:41:24,07:38:36,08:20:00,03:40:00,12:00:00,30
2018-01-19,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,227,(OLEO TAPPER),20,00:23:02,00:14:24,04:11:36,04:26:00,07:34:00,12:00:00,63
2018-01-19,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-19,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141 | 140,(OLEO 1OP STEP) & (M99 O31 OLEO),29,00:03:12,00:04:12,04:34:48,04:39:00,07:21:00,12:00:00,61
2018-01-20,1,09:00AM - 09:00PM,prabhu,gta 001,GTA/VMC-1260,jyoti VMC,227 | 228 | 1 | 131 | 130 | 132 | 1131 | 13 | 1132 | 1130,(1-20 R5) & (3-20 R5) & (OLEO 1OP STEP),15,00:10:32,00:46:45,07:36:15,08:23:00,03:37:00,12:00:00,30
2018-01-20,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
2018-01-20,1,09:00AM - 09:00PM,Not Assigned,Not Assigned,GTA/VMC-850,jyoti VMC,141 | 55,(OLEO 1OP STEP) & (O131M99),33,00:00:05,00:21:14,04:42:46,05:04:00,06:56:00,12:00:00,57
2018-01-20,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1260,jyoti VMC,131 | 1130,(OLEO 1OP STEP) & (M99 O31 OLEO),31,00:17:48,01:07:41,01:35:19,02:43:00,09:17:00,12:00:00,77
2018-01-20,2,09:00PM - 09:00AM,Not Assigned,Not Assigned,GTA/VMC-1050,jyoti VMC,"","",0,0,00:00:00,12:00:00,12:00:00,00:00:00,12:00:00,0
